resolution_class,effort,target,profiled_fraction,speedup_if_target_2x,latency_reduction_if_target_2x_percent,speedup_if_target_free,interpretation
12mp,6,entropy,0.05150087761650776,1.0264310499424345,2.575043880825388,1.0542972327555673,"Amdahl sensitivity, not an achieved or predicted gain"
12mp,6,orchestration,0.08636037300879687,1.0451288590551298,4.318018650439844,1.094523453731094,"Amdahl sensitivity, not an achieved or predicted gain"
12mp,7,all_gpu,0.7110786398660318,1.5516850460078677,35.55393199330159,3.4611494267378364,"Amdahl sensitivity, not an achieved or predicted gain"
12mp,7,perceptual,0.40959220879800073,1.2575391110781964,20.479610439900036,1.6937445862022251,"Amdahl sensitivity, not an achieved or predicted gain"
12mp,7,comparison,0.3125789876138514,1.1852406633077537,15.62894938069257,1.4547125880380636,"Amdahl sensitivity, not an achieved or predicted gain"
12mp,7,ac_search,0.14331780468482533,1.0771902725444604,7.1658902342412665,1.1672940157605336,"Amdahl sensitivity, not an achieved or predicted gain"
12mp,7,serializer,0.19000193803285592,1.104973558826001,9.500096901642795,1.2345708551097285,"Amdahl sensitivity, not an achieved or predicted gain"
12mp,7,entropy,0.04309894270458566,1.0220240786032133,2.1549471352292833,1.0450401244475584,"Amdahl sensitivity, not an achieved or predicted gain"
12mp,7,orchestration,0.07269264015357932,1.0377172015569804,3.6346320076789658,1.078391095877443,"Amdahl sensitivity, not an achieved or predicted gain"
12mp,8,all_gpu,0.6421485193587628,1.4729151372692926,32.10742596793814,2.794455393081206,"Amdahl sensitivity, not an achieved or predicted gain"
12mp,8,perceptual,0.37340398630573574,1.2295616017511775,18.670199315286787,1.595924611942921,"Amdahl sensitivity, not an achieved or predicted gain"
12mp,8,comparison,0.30916998674303187,1.182851016553398,15.458499337151594,1.4475340978389568,"Amdahl sensitivity, not an achieved or predicted gain"
12mp,8,ac_search,0.09481924751286146,1.0497691609518303,4.740962375643073,1.104751727489045,"Amdahl sensitivity, not an achieved or predicted gain"
12mp,8,serializer,0.2908961226416844,1.1702038866656306,14.54480613208422,1.410230619137755,"Amdahl sensitivity, not an achieved or predicted gain"
12mp,8,entropy,0.17624294449258698,1.096637292758027,8.81214722462935,1.2139501486685609,"Amdahl sensitivity, not an achieved or predicted gain"
12mp,8,orchestration,0.0502413684617863,1.0257679938681177,2.512068423089315,1.0528990911937448,"Amdahl sensitivity, not an achieved or predicted gain"
12mp,9,all_gpu,0.6901687996483413,1.526914307326812,34.508439982417066,3.227563908557302,"Amdahl sensitivity, not an achieved or predicted gain"
12mp,9,perceptual,0.4228706179134747,1.268126776862163,21.143530895673734,1.732713722501268,"Amdahl sensitivity, not an achieved or predicted gain"
12mp,9,comparison,0.3663776446381622,1.2242731580133228,18.31888223190811,1.5782271435624105,"Amdahl sensitivity, not an achieved or predicted gain"
12mp,9,ac_search,0.08444435802573239,1.0440834795791678,4.222217901286619,1.0922329066135619,"Amdahl sensitivity, not an achieved or predicted gain"
12mp,9,serializer,0.24961580442034548,1.142606294692739,12.480790221017275,1.3326506686718302,"Amdahl sensitivity, not an achieved or predicted gain"
12mp,9,entropy,0.154060376918173,1.0834590552105743,7.703018845908651,1.1821174617130694,"Amdahl sensitivity, not an achieved or predicted gain"
12mp,9,orchestration,0.0455779747551227,1.0233204365108461,2.278898737756135,1.0477545294948833,"Amdahl sensitivity, not an achieved or predicted gain"
12mp,10,all_gpu,0.6919709854417601,1.529018070501639,34.598549272088,3.2464474213059145,"Amdahl sensitivity, not an achieved or predicted gain"
12mp,10,perceptual,0.3891002661176953,1.2415422002584575,19.455013305884766,1.6369298340415697,"Amdahl sensitivity, not an achieved or predicted gain"
12mp,10,comparison,0.3368380825439252,1.2025287369849973,16.841904127196262,1.5079273608413077,"Amdahl sensitivity, not an achieved or predicted gain"
12mp,10,ac_search,0.1347789744537303,1.0722589830415714,6.738948722686515,1.1557740397820726,"Amdahl sensitivity, not an achieved or predicted gain"
12mp,10,serializer,0.23330441704610827,1.1320569425186575,11.665220852305414,1.3042986319906045,"Amdahl sensitivity, not an achieved or predicted gain"
12mp,10,entropy,0.14339046338060005,1.0772324285491348,7.169523169030002,1.1673930271036776,"Amdahl sensitivity, not an achieved or predicted gain"
12mp,10,orchestration,0.06119794484664762,1.0315648235898982,3.0598972423323807,1.0651872719182012,"Amdahl sensitivity, not an achieved or predicted gain"
24mp,1,all_gpu,0.15251364352507382,1.08255197284167,7.625682176253691,1.179959998600386,"Amdahl sensitivity, not an achieved or predicted gain"
24mp,1,perceptual,0.0,1.0,0.0,1.0,"Amdahl sensitivity, not an achieved or predicted gain"
24mp,1,comparison,0.0,1.0,0.0,1.0,"Amdahl sensitivity, not an achieved or predicted gain"
24mp,1,ac_search,0.0,1.0,0.0,1.0,"Amdahl sensitivity, not an achieved or predicted gain"
24mp,1,serializer,0.5492661056275763,1.3786125820581208,27.463305281378815,2.2186039534309776,"Amdahl sensitivity, not an achieved or predicted gain"
24mp,1,entropy,0.045089165503910456,1.0230645637173181,2.254458275195523,1.0472181944900691,"Amdahl sensitivity, not an achieved or predicted gain"
24mp,1,orchestration,0.22170092648612041,1.1246702142446965,11.08504632430602,1.2848531291257752,"Amdahl sensitivity, not an achieved or predicted gain"
24mp,2,all_gpu,0.1549486724742306,1.0839806839856418,7.74743362371153,1.1833600722549076,"Amdahl sensitivity, not an achieved or predicted gain"
24mp,2,perceptual,0.0,1.0,0.0,1.0,"Amdahl sensitivity, not an achieved or predicted gain"
24mp,2,comparison,0.0,1.0,0.0,1.0,"Amdahl sensitivity, not an achieved or predicted gain"
24mp,2,ac_search,0.0,1.0,0.0,1.0,"Amdahl sensitivity, not an achieved or predicted gain"
24mp,2,serializer,0.5512212708202652,1.380473056180466,27.561063541013258,2.2282696014309145,"Amdahl sensitivity, not an achieved or predicted gain"
24mp,2,entropy,0.04611757206582124,1.0236030435641825,2.305878603291062,1.0483472288777749,"Amdahl sensitivity, not an achieved or predicted gain"
24mp,2,orchestration,0.21603570317488935,1.121098669720781,10.801785158744467,1.275568293160528,"Amdahl sensitivity, not an achieved or predicted gain"
24mp,3,all_gpu,0.15358009474875425,1.083177230873633,7.679004737437713,1.1814466954237879,"Amdahl sensitivity, not an achieved or predicted gain"
24mp,3,perceptual,0.0,1.0,0.0,1.0,"Amdahl sensitivity, not an achieved or predicted gain"
24mp,3,comparison,0.0,1.0,0.0,1.0,"Amdahl sensitivity, not an achieved or predicted gain"
24mp,3,ac_search,0.0,1.0,0.0,1.0,"Amdahl sensitivity, not an achieved or predicted gain"
24mp,3,serializer,0.5541541608075383,1.3832733378525655,27.707708040376914,2.2429277389046627,"Amdahl sensitivity, not an achieved or predicted gain"
24mp,3,entropy,0.045103738260671385,1.0230721901429907,2.2551869130335693,1.047234176180055,"Amdahl sensitivity, not an achieved or predicted gain"
24mp,3,orchestration,0.2167047163547016,1.1215192561445728,10.83523581773508,1.276657757143898,"Amdahl sensitivity, not an achieved or predicted gain"
24mp,4,all_gpu,0.14445180599423818,1.0778485875284087,7.222590299711909,1.168841226018958,"Amdahl sensitivity, not an achieved or predicted gain"
24mp,4,perceptual,0.0,1.0,0.0,1.0,"Amdahl sensitivity, not an achieved or predicted gain"
24mp,4,comparison,0.0,1.0,0.0,1.0,"Amdahl sensitivity, not an achieved or predicted gain"
24mp,4,ac_search,0.0,1.0,0.0,1.0,"Amdahl sensitivity, not an achieved or predicted gain"
24mp,4,serializer,0.5793648561282598,1.4078210078270224,28.96824280641299,2.3773572288693963,"Amdahl sensitivity, not an achieved or predicted gain"
24mp,4,entropy,0.110133140280676,1.0582756079954927,5.5066570140338005,1.1237636159586992,"Amdahl sensitivity, not an achieved or predicted gain"
24mp,4,orchestration,0.20644267221643028,1.1151023549782748,10.322133610821513,1.2601484038878843,"Amdahl sensitivity, not an achieved or predicted gain"
24mp,5,all_gpu,0.6746533238166469,1.5090391336397129,33.73266619083235,3.0736444328585604,"Amdahl sensitivity, not an achieved or predicted gain"
24mp,5,perceptual,0.3328483526854272,1.19965091551304,16.642417634271357,1.4989095867861715,"Amdahl sensitivity, not an achieved or predicted gain"
24mp,5,comparison,0.2035003647757641,1.1132760401314323,10.175018238788205,1.2554933558989934,"Amdahl sensitivity, not an achieved or predicted gain"
24mp,5,ac_search,0.20283659289660677,1.1128648580840692,10.141829644830338,1.2544479476719113,"Amdahl sensitivity, not an achieved or predicted gain"
24mp,5,serializer,0.21023290445814827,1.1174638336920035,10.511645222907413,1.2661960793819973,"Amdahl sensitivity, not an achieved or predicted gain"
24mp,5,entropy,0.027075661670166964,1.013723618865733,1.3537830835083482,1.027829154440361,"Amdahl sensitivity, not an achieved or predicted gain"
24mp,5,orchestration,0.08729717740065918,1.0456407427067125,4.3648588700329585,1.0956468800567971,"Amdahl sensitivity, not an achieved or predicted gain"
24mp,6,all_gpu,0.6799568393234195,1.5151019751315642,33.99784196617098,3.12457856585959,"Amdahl sensitivity, not an achieved or predicted gain"
24mp,6,perceptual,0.33610299793269865,1.2019974779178693,16.805149896634934,1.5062577431229713,"Amdahl sensitivity, not an achieved or predicted gain"
24mp,6,comparison,0.20553388404283893,1.1145376233160067,10.276694202141947,1.2587069226926244,"Amdahl sensitivity, not an achieved or predicted gain"
24mp,6,ac_search,0.20471337794107164,1.114028242301664,10.235668897053582,1.2574083006842067,"Amdahl sensitivity, not an achieved or predicted gain"
24mp,6,serializer,0.20735726921836328,1.1156712744027641,10.367863460918164,1.2616024359598748,"Amdahl sensitivity, not an achieved or predicted gain"
24mp,6,entropy,0.027816185494991097,1.014104256048756,1.3908092747495548,1.0286120639738832,"Amdahl sensitivity, not an achieved or predicted gain"
24mp,6,orchestration,0.08472116207601439,1.0442343748588825,4.23605810380072,1.0925632261619607,"Amdahl sensitivity, not an achieved or predicted gain"
24mp,7,all_gpu,0.7351311808316423,1.581191637971585,36.756559041582115,3.775453838393765,"Amdahl sensitivity, not an achieved or predicted gain"
24mp,7,perceptual,0.4209528864846085,1.2665866539899826,21.047644324230426,1.7269751919304217,"Amdahl sensitivity, not an achieved or predicted gain"
24mp,7,comparison,0.3193692576156072,1.1900294035812427,15.96846288078036,1.469225437124379,"Amdahl sensitivity, not an achieved or predicted gain"
24mp,7,ac_search,0.15876740661124414,1.0862288703672334,7.938370330562207,1.1887318773178746,"Amdahl sensitivity, not an achieved or predicted gain"
24mp,7,serializer,0.16964089243990574,1.0926817539461098,8.482044621995287,1.2042982257861592,"Amdahl sensitivity, not an achieved or predicted gain"
24mp,7,entropy,0.022296695776450322,1.0112740347497189,1.114834788822516,1.022805175844381,"Amdahl sensitivity, not an achieved or predicted gain"
24mp,7,orchestration,0.06849451690416743,1.0354617253244263,3.4247258452083713,1.0735309862874105,"Amdahl sensitivity, not an achieved or predicted gain"
24mp,8,all_gpu,0.6855926748137426,1.521598336890424,34.27963374068713,3.1805874732962796,"Amdahl sensitivity, not an achieved or predicted gain"
24mp,8,perceptual,0.39993857486793233,1.2499520134578095,19.996928743396616,1.6664960587658333,"Amdahl sensitivity, not an achieved or predicted gain"
24mp,8,comparison,0.330210226244292,1.1977555686555559,16.5105113122146,1.493005774621948,"Amdahl sensitivity, not an achieved or predicted gain"
24mp,8,ac_search,0.10935731380792009,1.0578413439020438,5.467865690396004,1.122784721082115,"Amdahl sensitivity, not an achieved or predicted gain"
24mp,8,serializer,0.2478591717940119,1.1414607592060932,12.392958589700594,1.3295382493531265,"Amdahl sensitivity, not an achieved or predicted gain"
24mp,8,entropy,0.13875639035113801,1.074550364945143,6.937819517556901,1.1611116631770544,"Amdahl sensitivity, not an achieved or predicted gain"
24mp,8,orchestration,0.048232857218860635,1.0247124035248036,2.4116428609430316,1.050677161514444,"Amdahl sensitivity, not an achieved or predicted gain"
24mp,9,all_gpu,0.7006532669594672,1.5392350241416357,35.03266334797336,3.3406076954399087,"Amdahl sensitivity, not an achieved or predicted gain"
24mp,9,perceptual,0.4314925986956761,1.2750975853456985,21.574629934783804,1.7589920513008357,"Amdahl sensitivity, not an achieved or predicted gain"
24mp,9,comparison,0.3719085343673084,1.2284322117140891,18.59542671836542,1.5921248014294798,"Amdahl sensitivity, not an achieved or predicted gain"
24mp,9,ac_search,0.09223070939820652,1.0483447919266553,4.611535469910326,1.1016014865815338,"Amdahl sensitivity, not an achieved or predicted gain"
24mp,9,serializer,0.2382318540484321,1.1352231589587278,11.911592702421606,1.3127353845320522,"Amdahl sensitivity, not an achieved or predicted gain"
24mp,9,entropy,0.12112476140671696,1.0644666335043105,6.056238070335848,1.137817924647175,"Amdahl sensitivity, not an achieved or predicted gain"
24mp,9,orchestration,0.04515744690740984,1.0231002987099755,2.257872345370492,1.0472930817349433,"Amdahl sensitivity, not an achieved or predicted gain"
24mp,10,all_gpu,0.7282057577345903,1.572581423577967,36.41028788672951,3.679253804881894,"Amdahl sensitivity, not an achieved or predicted gain"
24mp,10,perceptual,0.4085684811855962,1.2567301679999239,20.42842405927981,1.690812829868488,"Amdahl sensitivity, not an achieved or predicted gain"
24mp,10,comparison,0.35257879756065336,1.2140186110501598,17.628939878032668,1.5445895133372383,"Amdahl sensitivity, not an achieved or predicted gain"
24mp,10,ac_search,0.15302630978580198,1.0828524578322798,7.6513154892900985,1.180674218755369,"Amdahl sensitivity, not an achieved or predicted gain"
24mp,10,serializer,0.20143982994259516,1.112000606538599,10.071991497129758,1.2522537906293454,"Amdahl sensitivity, not an achieved or predicted gain"
24mp,10,entropy,0.11018393709051916,1.0583040536341324,5.509196854525958,1.1238277681010214,"Amdahl sensitivity, not an achieved or predicted gain"
24mp,10,orchestration,0.05541130862375282,1.028495130548423,2.770565431187641,1.0586618378238466,"Amdahl sensitivity, not an achieved or predicted gain"
48mp,1,all_gpu,0.14427034698090388,1.077743192143419,7.213517349045194,1.1685933711329324,"Amdahl sensitivity, not an achieved or predicted gain"
48mp,1,perceptual,0.0,1.0,0.0,1.0,"Amdahl sensitivity, not an achieved or predicted gain"
48mp,1,comparison,0.0,1.0,0.0,1.0,"Amdahl sensitivity, not an achieved or predicted gain"
48mp,1,ac_search,0.0,1.0,0.0,1.0,"Amdahl sensitivity, not an achieved or predicted gain"
48mp,1,serializer,0.5768646327850486,1.4053476893866825,28.84323163925243,2.3633098943771422,"Amdahl sensitivity, not an achieved or predicted gain"
48mp,1,entropy,0.03773297256929223,1.0192292751403451,1.8866486284646113,1.0392125797659728,"Amdahl sensitivity, not an achieved or predicted gain"
48mp,1,orchestration,0.20967393338889495,1.1171149419646138,10.483696669444747,1.2653005414435723,"Amdahl sensitivity, not an achieved or predicted gain"
48mp,2,all_gpu,0.15751576820367338,1.0854909721805888,7.875788410183669,1.1869658353935262,"Amdahl sensitivity, not an achieved or predicted gain"
48mp,2,perceptual,0.0,1.0,0.0,1.0,"Amdahl sensitivity, not an achieved or predicted gain"
48mp,2,comparison,0.0,1.0,0.0,1.0,"Amdahl sensitivity, not an achieved or predicted gain"
48mp,2,ac_search,0.0,1.0,0.0,1.0,"Amdahl sensitivity, not an achieved or predicted gain"
48mp,2,serializer,0.5695236336693706,1.3981356470294422,28.476181683468532,2.323007900582271,"Amdahl sensitivity, not an achieved or predicted gain"
48mp,2,entropy,0.03756510875633789,1.0191420917575162,1.8782554378168943,1.039031324714128,"Amdahl sensitivity, not an achieved or predicted gain"
48mp,2,orchestration,0.20565368898583272,1.1146120387817426,10.282684449291636,1.2588967634573238,"Amdahl sensitivity, not an achieved or predicted gain"
48mp,3,all_gpu,0.15087885637389264,1.0815949008500443,7.5439428186946325,1.177688257448844,"Amdahl sensitivity, not an achieved or predicted gain"
48mp,3,perceptual,0.0,1.0,0.0,1.0,"Amdahl sensitivity, not an achieved or predicted gain"
48mp,3,comparison,0.0,1.0,0.0,1.0,"Amdahl sensitivity, not an achieved or predicted gain"
48mp,3,ac_search,0.0,1.0,0.0,1.0,"Amdahl sensitivity, not an achieved or predicted gain"
48mp,3,serializer,0.5758286919396682,1.4043254408234958,28.79143459698341,2.3575380536058455,"Amdahl sensitivity, not an achieved or predicted gain"
48mp,3,entropy,0.037435964315929084,1.0190750281953884,1.8717982157964541,1.0388919208780996,"Amdahl sensitivity, not an achieved or predicted gain"
48mp,3,orchestration,0.2044248022906246,1.113849201387617,10.22124011453123,1.2569522062517855,"Amdahl sensitivity, not an achieved or predicted gain"
48mp,4,all_gpu,0.13583132236948356,1.072864287443202,6.791566118474178,1.1571814923238395,"Amdahl sensitivity, not an achieved or predicted gain"
48mp,4,perceptual,0.0,1.0,0.0,1.0,"Amdahl sensitivity, not an achieved or predicted gain"
48mp,4,comparison,0.0,1.0,0.0,1.0,"Amdahl sensitivity, not an achieved or predicted gain"
48mp,4,ac_search,0.0,1.0,0.0,1.0,"Amdahl sensitivity, not an achieved or predicted gain"
48mp,4,serializer,0.6087717042861601,1.4375785815754982,30.438585214308006,2.5560523381249505,"Amdahl sensitivity, not an achieved or predicted gain"
48mp,4,entropy,0.09875304638322215,1.0519411990090832,4.937652319161107,1.1095737921630893,"Amdahl sensitivity, not an achieved or predicted gain"
48mp,4,orchestration,0.19146343637364535,1.1058665001440369,9.573171818682267,1.2368024465274838,"Amdahl sensitivity, not an achieved or predicted gain"
48mp,5,all_gpu,0.5553195114169315,1.3843891544223625,27.765975570846575,2.2488056608609104,"Amdahl sensitivity, not an achieved or predicted gain"
48mp,5,perceptual,0.29032201652115724,1.1698109347646928,14.516100826057862,1.4090897890026097,"Amdahl sensitivity, not an achieved or predicted gain"
48mp,5,comparison,0.17770387655526856,1.0975164652270404,8.885193827763429,1.2161069126908177,"Amdahl sensitivity, not an achieved or predicted gain"
48mp,5,ac_search,0.16037943350939582,1.0871807134747071,8.01897167546979,1.1910141793926512,"Amdahl sensitivity, not an achieved or predicted gain"
48mp,5,serializer,0.1966038170732778,1.109018649886577,9.83019085366389,1.244715896405012,"Amdahl sensitivity, not an achieved or predicted gain"
48mp,5,entropy,0.008369354041528108,1.0042022621305369,0.4184677020764054,1.0084399913169673,"Amdahl sensitivity, not an achieved or predicted gain"
48mp,5,orchestration,0.17872352731411345,1.0981309153192678,8.936176365705673,1.2176167627566628,"Amdahl sensitivity, not an achieved or predicted gain"
48mp,6,all_gpu,0.5650639273287117,1.3937903144889126,28.253196366435585,2.2991884620151297,"Amdahl sensitivity, not an achieved or predicted gain"
48mp,6,perceptual,0.29556774647954237,1.1734112610630638,14.77838732397712,1.419582926537532,"Amdahl sensitivity, not an achieved or predicted gain"
48mp,6,comparison,0.1806470982386945,1.0992919504862477,9.032354911934725,1.2204753261389203,"Amdahl sensitivity, not an achieved or predicted gain"
48mp,6,ac_search,0.16329794292729652,1.088908237619964,8.164897146364826,1.1951685687239886,"Amdahl sensitivity, not an achieved or predicted gain"
48mp,6,serializer,0.18642976074757242,1.1027970997276735,9.321488037378622,1.2291501726008056,"Amdahl sensitivity, not an achieved or predicted gain"
48mp,6,entropy,0.008438246406557213,1.004236999626716,0.42191232032786063,1.0085100563590486,"Amdahl sensitivity, not an achieved or predicted gain"
48mp,6,orchestration,0.17634776767597096,1.0967003272609914,8.817388383798548,1.2141046436290053,"Amdahl sensitivity, not an achieved or predicted gain"
48mp,7,all_gpu,0.650559824700813,1.4820960844422584,32.52799123504065,2.8617201761183026,"Amdahl sensitivity, not an achieved or predicted gain"
48mp,7,perceptual,0.3914111456993505,1.2433257849902986,19.570557284967524,1.6431454387200939,"Amdahl sensitivity, not an achieved or predicted gain"
48mp,7,comparison,0.29742404167032327,1.1746906152499141,14.871202083516163,1.423333645485717,"Amdahl sensitivity, not an achieved or predicted gain"
48mp,7,ac_search,0.13351522785688874,1.0715329853474163,6.6757613928444375,1.154088371947565,"Amdahl sensitivity, not an achieved or predicted gain"
48mp,7,serializer,0.1477586252770469,1.0797728780349416,7.387931263852344,1.1733764983248793,"Amdahl sensitivity, not an achieved or predicted gain"
48mp,7,entropy,0.007227565974610986,1.003626889779889,0.3613782987305493,1.0072801839846675,"Amdahl sensitivity, not an achieved or predicted gain"
48mp,7,orchestration,0.14361985005550398,1.0773655385508178,7.180992502775199,1.1677057204850116,"Amdahl sensitivity, not an achieved or predicted gain"
48mp,8,all_gpu,0.629887149509973,1.4597337725025286,31.494357475498653,2.7018786261433685,"Amdahl sensitivity, not an achieved or predicted gain"
48mp,8,perceptual,0.3893078169803534,1.2417021831263242,19.46539084901767,1.637486163741888,"Amdahl sensitivity, not an achieved or predicted gain"
48mp,8,comparison,0.32134527606374497,1.191430239632738,16.06726380318725,1.4735033364240289,"Amdahl sensitivity, not an achieved or predicted gain"
48mp,8,ac_search,0.09587875044794611,1.0503532800080362,4.7939375223973055,1.106046341124544,"Amdahl sensitivity, not an achieved or predicted gain"
48mp,8,serializer,0.23124117336497124,1.1307364067292858,11.562058668248563,1.3007980726246073,"Amdahl sensitivity, not an achieved or predicted gain"
48mp,8,entropy,0.1346714932050445,1.0721971988925638,6.733574660252225,1.1556304826982382,"Amdahl sensitivity, not an achieved or predicted gain"
48mp,8,orchestration,0.10036143614427705,1.0528318586776697,5.018071807213852,1.111557507844197,"Amdahl sensitivity, not an achieved or predicted gain"
48mp,9,all_gpu,0.6672525437369978,1.500659401450265,33.36262718684989,3.005282177753462,"Amdahl sensitivity, not an achieved or predicted gain"
48mp,9,perceptual,0.43325486633310745,1.2765318091776006,21.662743316655373,1.7644615552848406,"Amdahl sensitivity, not an achieved or predicted gain"
48mp,9,comparison,0.3739381259340055,1.2299654963306945,18.696906296700273,1.5972862131109233,"Amdahl sensitivity, not an achieved or predicted gain"
48mp,9,ac_search,0.08329860658209134,1.0434593551547178,4.164930329104568,1.0908677647707217,"Amdahl sensitivity, not an achieved or predicted gain"
48mp,9,serializer,0.2056277231062663,1.1145959095301181,10.281386155313315,1.2588556135296423,"Amdahl sensitivity, not an achieved or predicted gain"
48mp,9,entropy,0.11807379490988255,1.0627409271365285,5.903689745494128,1.1338817173459739,"Amdahl sensitivity, not an achieved or predicted gain"
48mp,9,orchestration,0.09078331009439608,1.0475500295877282,4.539165504719804,1.0998478262688087,"Amdahl sensitivity, not an achieved or predicted gain"
48mp,10,all_gpu,0.6701615405952791,1.5039420659372906,33.50807702976395,3.0317871415139384,"Amdahl sensitivity, not an achieved or predicted gain"
48mp,10,perceptual,0.39648944519435453,1.2472633834595566,19.824472259717727,1.6569718491866974,"Amdahl sensitivity, not an achieved or predicted gain"
48mp,10,comparison,0.3420307904088229,1.2062950194914421,17.101539520441143,1.5198279576354956,"Amdahl sensitivity, not an achieved or predicted gain"
